protein	count_glycosylation	N-linked (GlcNAc...) asparagine	O-linked (GalNAc...) threonine	N-linked (GlcNAc...) (complex) asparagine	O-linked (GalNAc...) serine	O-linked (GlcNAc) serine	C-linked (Man) tryptophan	N-linked (Glc) (glycation) lysine	O-linked (Gal...) hydroxylysine	O-linked (GlcNAc) threonine	O-linked (Xyl...) (glycosaminoglycan) serine	O-linked (Fuc...) threonine	O-linked (Xyl...) (chondroitin sulfate) serine	O-linked (Glc...) serine	O-linked (Xyl...) (heparan sulfate) serine	N-linked (GlcNAc...)	N-linked (GlcNAc...) (high mannose) asparagine	O-linked (Fuc...) serine	O-linked (HexNAc...) threonine	N-linked (GlcNAc...) (keratan sulfate) asparagine	N-linked (GlcNAc...) (polylactosaminoglycan) asparagine
P31751	4	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
P02760	5	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Q15825	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q15822	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P29275	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P30542	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q7L211	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q16570	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9H2U9	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P37023	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P35368	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P08913	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P78325	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q08462	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O60242	13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q86SQ3	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8IWK6	13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9NSD7	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8TDU9	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9UQ74	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q15238	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P54802	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P58335	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9H6X2	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1A5B4	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O95841	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q86XS5	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8NI99	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O94778	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F5H4A9	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8N350	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q96A33	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P04234	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P28907	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9BQI4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P10747	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q96JP9	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P40199	12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q96P44	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q5KU26	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9Y5Q5	19	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9BU40	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P31327	3	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Q8N436	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q70SY1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P05177	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8NFW1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9H3G5	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q5IJ48	14	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
P82279	23	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8IZJ3	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P17927	20	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P20023	11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q6WN34	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q96BA8	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q96MU5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q6UX52	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q6UWD8	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8TAV3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P22792	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q7Z4B0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8IYJ1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O75718	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8TEY5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8IUH2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P34998	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9TQE0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P30508	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A5X5Y0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P12821	15	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P01911	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P01892	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P04229	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P47898	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P08908	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q5Y7A7	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P30939	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P04217	4	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P10321	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q13639	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P04439	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P01912	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P20039	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q29963	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q0P651	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P30443	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9H222	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q30134	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q29974	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9GIY3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P02763	5	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9BYF1	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P16860	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
P01019	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O60641	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Q9BY76	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8J025	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P35858	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q32M45	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P35414	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q4KMQ2	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9BYT9	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P51693	6	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q16853	7	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9Y5C1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O15123	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P02649	7	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
P55064	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P04746	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P20594	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q6Q4G3	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q2TAA5	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9Y264	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P16066	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9NQ90	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q63HQ0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q92482	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P02749	6	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O43827	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P41181	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q75V66	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q5XXA6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9HDC9	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8NCL9	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q07075	14	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9UKU9	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q15389	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P15144	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P55087	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P29972	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P04745	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P17342	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Q6IWH7	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P13746	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P05067	10	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
P28223	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9Y698	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q6UXH8	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P09326	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q6UY09	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A6H8M9	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8N4T0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9NPF0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q96EE4	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O00421	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O75976	15	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P23435	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9UBN1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P13500	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P41597	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P51679	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P51686	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9UI42	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9NRJ3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P51671	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O00175	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P22362	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P16671	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P32238	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P20138	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P29965	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Q5ZPR3	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P06729	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8IX05	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P13501	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8IVL8	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P51684	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P29017	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q08722	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P26842	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O75871	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P31997	11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q6UW01	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9NTU7	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q06432	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q16627	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q15762	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9HCU0	27	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P25063	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9NNX6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q5VXM1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q14002	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0ZSE6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P14384	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P32248	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P28906	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P11049	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P09693	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P15812	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P19397	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9BZW8	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P80098	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8IUK8	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P15169	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q3MIR4	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q13740	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P29016	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P15813	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P31358	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P48960	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P60953	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9Y646	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P51681	4	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P20273	12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P32246	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P40198	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9H341	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9H2C8	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8NGK3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8NGH7	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8NH53	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8NH60	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8NGK4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8NH57	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8NGI0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q6IFN5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8TCB6	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8WWZ8	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q5JRS4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8NGY7	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8NGB9	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8NGD4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q96R72	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8NGK9	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8NGC1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9GZK7	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8NGC9	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8NH07	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B2RN74	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8NGC7	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8NGC8	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P0DN82	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8NGX0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9UGF7	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8NGS6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8NH95	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8NGS8	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8NGT0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8NH61	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8NH63	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9H342	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9H255	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9H344	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8NGJ9	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8NGJ8	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8NGJ5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8NH67	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A6NL08	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8NHC5	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A6NND4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8NGZ9	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8NGS7	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9H207	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9GZU5	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q02509	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O15294	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q6UWF7	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O95158	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9H346	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8NGJ4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q96RD3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A6ND48	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8NGT7	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8NGE2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A6NM03	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8NHA4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q96R47	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A4D2G3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8NH01	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8NG84	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8NG77	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9H205	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8NGZ0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8NH02	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8NGK1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8NGN5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8NH81	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8NGN6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8NGN3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9Y4A9	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8NGA6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8NGB4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P0C623	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
