Entry	Entry name	Status	Protein names	Organism	Length	Gene names  (primary )	Glycosylation
P07996	TSP1_HUMAN	reviewed	Thrombospondin-1 (Glycoprotein G)	Homo sapiens (Human)	1170	THBS1	CARBOHYD 248 248 N-linked (GlcNAc...) asparagine. {ECO:0000305|PubMed:16263699, ECO:0000305|PubMed:16335952, ECO:0000305|PubMed:18065761}.; CARBOHYD 360 360 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 385 385 C-linked (Man) tryptophan. {ECO:0000269|PubMed:11067851}. /FTId=CAR_000205.; CARBOHYD 394 394 O-linked (Fuc...) serine. {ECO:0000269|PubMed:11067851}. /FTId=CAR_000206.; CARBOHYD 438 438 C-linked (Man) tryptophan. {ECO:0000269|PubMed:11067851}. /FTId=CAR_000207.; CARBOHYD 441 441 C-linked (Man) tryptophan. {ECO:0000269|PubMed:11067851}. /FTId=CAR_000208.; CARBOHYD 450 450 O-linked (Fuc...) threonine. {ECO:0000269|PubMed:11067851, ECO:0000269|PubMed:12391027}. /FTId=CAR_000209.; CARBOHYD 498 498 C-linked (Man) tryptophan. {ECO:0000269|PubMed:11067851}. /FTId=CAR_000210.; CARBOHYD 507 507 O-linked (Fuc...) threonine. {ECO:0000269|PubMed:11067851, ECO:0000269|PubMed:12391027}. /FTId=CAR_000211.; CARBOHYD 708 708 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 1067 1067 N-linked (GlcNAc...) asparagine. {ECO:0000269|PubMed:15014436, ECO:0000269|PubMed:16335952, ECO:0000269|PubMed:16740002, ECO:0000269|PubMed:19159218}.
P08069	IGF1R_HUMAN	reviewed	Insulin-like growth factor 1 receptor (EC 2.7.10.1) (Insulin-like growth factor I receptor) (IGF-I receptor) (CD antigen CD221) [Cleaved into: Insulin-like growth factor 1 receptor alpha chain; Insulin-like growth factor 1 receptor beta chain]	Homo sapiens (Human)	1367	IGF1R	CARBOHYD 51 51 N-linked (GlcNAc...) asparagine. {ECO:0000269|PubMed:9690478}.; CARBOHYD 102 102 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 135 135 N-linked (GlcNAc...) asparagine. {ECO:0000269|PubMed:9690478}.; CARBOHYD 244 244 N-linked (GlcNAc...) asparagine. {ECO:0000269|PubMed:9690478}.; CARBOHYD 314 314 N-linked (GlcNAc...) asparagine. {ECO:0000269|PubMed:9690478}.; CARBOHYD 417 417 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 438 438 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 534 534 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 607 607 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 622 622 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 640 640 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 747 747 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 756 756 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 764 764 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 900 900 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 913 913 N-linked (GlcNAc...) asparagine. {ECO:0000255}.
P08133	ANXA6_HUMAN	reviewed	Annexin A6 (67 kDa calelectrin) (Annexin VI) (Annexin-6) (Calphobindin-II) (CPB-II) (Chromobindin-20) (Lipocortin VI) (Protein III) (p68) (p70)	Homo sapiens (Human)	673	ANXA6	
P08174	DAF_HUMAN	reviewed	Complement decay-accelerating factor (CD antigen CD55)	Homo sapiens (Human)	381	CD55	CARBOHYD 95 95 N-linked (GlcNAc...) asparagine. {ECO:0000269|PubMed:19159218}.
P08183	MDR1_HUMAN	reviewed	Multidrug resistance protein 1 (EC 7.6.2.2) (ATP-binding cassette sub-family B member 1) (P-glycoprotein 1) (CD antigen CD243)	Homo sapiens (Human)	1280	ABCB1	CARBOHYD 91 91 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 94 94 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 99 99 N-linked (GlcNAc...) asparagine. {ECO:0000255}.
P08195	4F2_HUMAN	reviewed	4F2 cell-surface antigen heavy chain (4F2hc) (4F2 heavy chain antigen) (Lymphocyte activation antigen 4F2 large subunit) (Solute carrier family 3 member 2) (CD antigen CD98)	Homo sapiens (Human)	630	SLC3A2	CARBOHYD 365 365 N-linked (GlcNAc...) asparagine. {ECO:0000269|PubMed:12754519, ECO:0000269|PubMed:19159218, ECO:0000269|PubMed:19349973}.; CARBOHYD 381 381 N-linked (GlcNAc...) asparagine. {ECO:0000269|PubMed:12754519, ECO:0000269|PubMed:16335952, ECO:0000269|PubMed:19159218, ECO:0000269|PubMed:19349973}.; CARBOHYD 424 424 N-linked (GlcNAc...) (complex) asparagine. {ECO:0000269|PubMed:12754519, ECO:0000269|PubMed:16335952, ECO:0000269|PubMed:19139490, ECO:0000269|PubMed:19349973}.; CARBOHYD 506 506 N-linked (GlcNAc...) asparagine. {ECO:0000269|PubMed:19159218, ECO:0000269|PubMed:19349973}.
P08237	PFKAM_HUMAN	reviewed	ATP-dependent 6-phosphofructokinase, muscle type (ATP-PFK) (PFK-M) (EC 2.7.1.11) (6-phosphofructokinase type A) (Phosphofructo-1-kinase isozyme A) (PFK-A) (Phosphohexokinase)	Homo sapiens (Human)	780	PFKM	CARBOHYD 530 530 O-linked (GlcNAc) serine. {ECO:0000250}.
P08238	HS90B_HUMAN	reviewed	Heat shock protein HSP 90-beta (HSP 90) (Heat shock 84 kDa) (HSP 84) (HSP84)	Homo sapiens (Human)	724	HSP90AB1	CARBOHYD 434 434 O-linked (GlcNAc) serine. {ECO:0000250}.; CARBOHYD 452 452 O-linked (GlcNAc) serine. {ECO:0000250}.
P08240	SRPRA_HUMAN	reviewed	Signal recognition particle receptor subunit alpha (SR-alpha) (Docking protein alpha) (DP-alpha)	Homo sapiens (Human)	638	SRPRA	
P08243	ASNS_HUMAN	reviewed	Asparagine synthetase [glutamine-hydrolyzing] (EC 6.3.5.4) (Cell cycle control protein TS11) (Glutamine-dependent asparagine synthetase)	Homo sapiens (Human)	561	ASNS	
P08253	MMP2_HUMAN	reviewed	72 kDa type IV collagenase (EC 3.4.24.24) (72 kDa gelatinase) (Gelatinase A) (Matrix metalloproteinase-2) (MMP-2) (TBE-1) [Cleaved into: PEX]	Homo sapiens (Human)	660	MMP2	CARBOHYD 573 573 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 642 642 N-linked (GlcNAc...) asparagine. {ECO:0000255}.
P08572	CO4A2_HUMAN	reviewed	Collagen alpha-2(IV) chain [Cleaved into: Canstatin]	Homo sapiens (Human)	1712	COL4A2	CARBOHYD 138 138 N-linked (GlcNAc...) asparagine. {ECO:0000269|PubMed:3198637}.
P08621	RU17_HUMAN	reviewed	U1 small nuclear ribonucleoprotein 70 kDa (U1 snRNP 70 kDa) (U1-70K) (snRNP70)	Homo sapiens (Human)	437	SNRNP70	
P08648	ITA5_HUMAN	reviewed	Integrin alpha-5 (CD49 antigen-like family member E) (Fibronectin receptor subunit alpha) (Integrin alpha-F) (VLA-5) (CD antigen CD49e) [Cleaved into: Integrin alpha-5 heavy chain; Integrin alpha-5 light chain]	Homo sapiens (Human)	1049	ITGA5	CARBOHYD 84 84 N-linked (GlcNAc...) asparagine. {ECO:0000269|PubMed:22451694}.; CARBOHYD 182 182 N-linked (GlcNAc...) asparagine. {ECO:0000269|PubMed:22451694}.; CARBOHYD 297 297 N-linked (GlcNAc...) asparagine. {ECO:0000269|PubMed:19159218, ECO:0000269|PubMed:19349973, ECO:0000269|PubMed:22451694}.; CARBOHYD 307 307 N-linked (GlcNAc...) asparagine. {ECO:0000269|PubMed:19159218, ECO:0000269|PubMed:19349973, ECO:0000269|PubMed:22451694}.; CARBOHYD 316 316 N-linked (GlcNAc...) asparagine. {ECO:0000269|PubMed:22451694}.; CARBOHYD 524 524 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 530 530 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 593 593 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 609 609 N-linked (GlcNAc...) asparagine. {ECO:0000269|PubMed:22451694}.; CARBOHYD 675 675 N-linked (GlcNAc...) asparagine. {ECO:0000269|PubMed:19159218}.; CARBOHYD 712 712 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 724 724 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 773 773 N-linked (GlcNAc...) asparagine. {ECO:0000269|PubMed:19159218, ECO:0000269|PubMed:19349973}.; CARBOHYD 868 868 N-linked (GlcNAc...) asparagine. {ECO:0000255}.
P08670	VIME_HUMAN	reviewed	Vimentin	Homo sapiens (Human)	466	VIM	CARBOHYD 7 7 O-linked (GlcNAc) serine; alternate. {ECO:0000269|PubMed:20068230}.; CARBOHYD 33 33 O-linked (GlcNAc) threonine. {ECO:0000269|PubMed:20068230}.; CARBOHYD 34 34 O-linked (GlcNAc) serine; alternate. {ECO:0000269|PubMed:20068230}.
P08708	RS17_HUMAN	reviewed	40S ribosomal protein S17 (Small ribosomal subunit protein eS17)	Homo sapiens (Human)	135	RPS17	
P08754	GNAI3_HUMAN	reviewed	Guanine nucleotide-binding protein G(k) subunit alpha (G(i) alpha-3)	Homo sapiens (Human)	354	GNAI3	
P08779	K1C16_HUMAN	reviewed	Keratin, type I cytoskeletal 16 (Cytokeratin-16) (CK-16) (Keratin-16) (K16)	Homo sapiens (Human)	473	KRT16	
P09001	RM03_HUMAN	reviewed	39S ribosomal protein L3, mitochondrial (L3mt) (MRP-L3) (Mitochondrial large ribosomal subunit protein uL3m)	Homo sapiens (Human)	348	MRPL3	
P09012	SNRPA_HUMAN	reviewed	U1 small nuclear ribonucleoprotein A (U1 snRNP A) (U1-A) (U1A)	Homo sapiens (Human)	282	SNRPA	
P09132	SRP19_HUMAN	reviewed	Signal recognition particle 19 kDa protein (SRP19)	Homo sapiens (Human)	144	SRP19	
P09180	RL4_DROME	reviewed	60S ribosomal protein L4 (L1)	Drosophila melanogaster (Fruit fly)	401	RpL4	
P09382	LEG1_HUMAN	reviewed	Galectin-1 (Gal-1) (14 kDa laminin-binding protein) (HLBP14) (14 kDa lectin) (Beta-galactoside-binding lectin L-14-I) (Galaptin) (HBL) (HPL) (Lactose-binding lectin 1) (Lectin galactoside-binding soluble 1) (Putative MAPK-activating protein PM12) (S-Lac lectin 1)	Homo sapiens (Human)	135	LGALS1	
P09429	HMGB1_HUMAN	reviewed	High mobility group protein B1 (High mobility group protein 1) (HMG-1)	Homo sapiens (Human)	215	HMGB1	
P09493	TPM1_HUMAN	reviewed	Tropomyosin alpha-1 chain (Alpha-tropomyosin) (Tropomyosin-1)	Homo sapiens (Human)	284	TPM1	
P09496	CLCA_HUMAN	reviewed	Clathrin light chain A (Lca)	Homo sapiens (Human)	248	CLTA	
P09543	CN37_HUMAN	reviewed	2',3'-cyclic-nucleotide 3'-phosphodiesterase (CNP) (CNPase) (EC 3.1.4.37)	Homo sapiens (Human)	421	CNP	
P09619	PGFRB_HUMAN	reviewed	Platelet-derived growth factor receptor beta (PDGF-R-beta) (PDGFR-beta) (EC 2.7.10.1) (Beta platelet-derived growth factor receptor) (Beta-type platelet-derived growth factor receptor) (CD140 antigen-like family member B) (Platelet-derived growth factor receptor 1) (PDGFR-1) (CD antigen CD140b)	Homo sapiens (Human)	1106	PDGFRB	CARBOHYD 45 45 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 89 89 N-linked (GlcNAc...) asparagine. {ECO:0000269|PubMed:20534510}.; CARBOHYD 103 103 N-linked (GlcNAc...) asparagine. {ECO:0000269|PubMed:20534510}.; CARBOHYD 215 215 N-linked (GlcNAc...) asparagine. {ECO:0000269|PubMed:20534510}.; CARBOHYD 230 230 N-linked (GlcNAc...) asparagine. {ECO:0000269|PubMed:20534510}.; CARBOHYD 292 292 N-linked (GlcNAc...) asparagine. {ECO:0000269|PubMed:20534510}.; CARBOHYD 307 307 N-linked (GlcNAc...) asparagine. {ECO:0000269|PubMed:20534510}.; CARBOHYD 354 354 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 371 371 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 468 468 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 479 479 N-linked (GlcNAc...) asparagine. {ECO:0000255}.
P09622	DLDH_HUMAN	reviewed	Dihydrolipoyl dehydrogenase, mitochondrial (EC 1.8.1.4) (Dihydrolipoamide dehydrogenase) (Glycine cleavage system L protein)	Homo sapiens (Human)	509	DLD	
P09874	PARP1_HUMAN	reviewed	Poly [ADP-ribose] polymerase 1 (PARP-1) (EC 2.4.2.30) (ADP-ribosyltransferase diphtheria toxin-like 1) (ARTD1) (DNA ADP-ribosyltransferase PARP1) (EC 2.4.2.-) (NAD(+) ADP-ribosyltransferase 1) (ADPRT 1) (Poly[ADP-ribose] synthase 1) (Protein poly-ADP-ribosyltransferase PARP1) (EC 2.4.2.-)	Homo sapiens (Human)	1014	PARP1	
P09958	FURIN_HUMAN	reviewed	Furin (EC 3.4.21.75) (Dibasic-processing enzyme) (Paired basic amino acid residue-cleaving enzyme) (PACE)	Homo sapiens (Human)	794	FURIN	CARBOHYD 387 387 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 440 440 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 553 553 N-linked (GlcNAc...) asparagine. {ECO:0000255}.
P09960	LKHA4_HUMAN	reviewed	Leukotriene A-4 hydrolase (LTA-4 hydrolase) (EC 3.3.2.6) (Leukotriene A(4) hydrolase)	Homo sapiens (Human)	611	LTA4H	
P0C7P4	UCRIL_HUMAN	reviewed	Putative cytochrome b-c1 complex subunit Rieske-like protein 1 (Ubiquinol-cytochrome c reductase Rieske iron-sulfur subunit pseudogene 1)	Homo sapiens (Human)	283	UQCRFS1P1	
P0C7U0	ELFN1_HUMAN	reviewed	Protein ELFN1 (Extracellular leucine-rich repeat and fibronectin type-III domain-containing protein 1) (Protein phosphatase 1 regulatory subunit 28)	Homo sapiens (Human)	828	ELFN1	CARBOHYD 59 59 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 85 85 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 90 90 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 122 122 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 210 210 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 376 376 N-linked (GlcNAc...) asparagine. {ECO:0000255}.
P0CG39	POTEJ_HUMAN	reviewed	POTE ankyrin domain family member J	Homo sapiens (Human)	1038	POTEJ	
P0DMV9	HS71B_HUMAN	reviewed	Heat shock 70 kDa protein 1B (Heat shock 70 kDa protein 2) (HSP70-2) (HSP70.2)	Homo sapiens (Human)	641	HSPA1B	
P0DP25	CALM3_HUMAN	reviewed	Calmodulin-3	Homo sapiens (Human)	149	CALM3	
P0DPH8	TBA3D_HUMAN	reviewed	Tubulin alpha-3D chain (Alpha-tubulin 3D) [Cleaved into: Detyrosinated tubulin alpha-3D chain]	Homo sapiens (Human)	450	TUBA3D	
P10279	PRIO_BOVIN	reviewed	Major prion protein (PrP) (Major scrapie-associated fibril protein 1) (CD antigen CD230)	Bos taurus (Bovine)	264	PRNP	CARBOHYD 192 192 N-linked (GlcNAc...) asparagine. {ECO:0000305}.; CARBOHYD 208 208 N-linked (GlcNAc...) asparagine. {ECO:0000305}.
P10515	ODP2_HUMAN	reviewed	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial (EC 2.3.1.12) (70 kDa mitochondrial autoantigen of primary biliary cirrhosis) (PBC) (Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex) (M2 antigen complex 70 kDa subunit) (Pyruvate dehydrogenase complex component E2) (PDC-E2) (PDCE2)	Homo sapiens (Human)	647	DLAT	
P10586	PTPRF_HUMAN	reviewed	Receptor-type tyrosine-protein phosphatase F (EC 3.1.3.48) (Leukocyte common antigen related) (LAR)	Homo sapiens (Human)	1907	PTPRF	CARBOHYD 117 117 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 250 250 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 295 295 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 721 721 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 966 966 N-linked (GlcNAc...) asparagine. {ECO:0000269|PubMed:16335952, ECO:0000269|PubMed:19349973}.
P10599	THIO_HUMAN	reviewed	Thioredoxin (Trx) (ATL-derived factor) (ADF) (Surface-associated sulphydryl protein) (SASP)	Homo sapiens (Human)	105	TXN	
P10644	KAP0_HUMAN	reviewed	cAMP-dependent protein kinase type I-alpha regulatory subunit (Tissue-specific extinguisher 1) (TSE1)	Homo sapiens (Human)	381	PRKAR1A	
P10809	CH60_HUMAN	reviewed	60 kDa heat shock protein, mitochondrial (EC 3.6.4.9) (60 kDa chaperonin) (Chaperonin 60) (CPN60) (Heat shock protein 60) (HSP-60) (Hsp60) (HuCHA60) (Mitochondrial matrix protein P1) (P60 lymphocyte protein)	Homo sapiens (Human)	573	HSPD1	
P10909	CLUS_HUMAN	reviewed	Clusterin (Aging-associated gene 4 protein) (Apolipoprotein J) (Apo-J) (Complement cytolysis inhibitor) (CLI) (Complement-associated protein SP-40,40) (Ku70-binding protein 1) (NA1/NA2) (Testosterone-repressed prostate message 2) (TRPM-2) [Cleaved into: Clusterin beta chain (ApoJalpha) (Complement cytolysis inhibitor a chain); Clusterin alpha chain (ApoJbeta) (Complement cytolysis inhibitor b chain)]	Homo sapiens (Human)	449	CLU	CARBOHYD 86 86 N-linked (GlcNAc...) (complex) asparagine. {ECO:0000269|PubMed:1551440, ECO:0000269|PubMed:16335952, ECO:0000269|PubMed:19139490, ECO:0000269|PubMed:19159218, ECO:0000269|PubMed:9336835}.; CARBOHYD 103 103 N-linked (GlcNAc...) asparagine. {ECO:0000269|PubMed:1551440, ECO:0000269|PubMed:16335952, ECO:0000269|PubMed:19159218, ECO:0000269|PubMed:2721499, ECO:0000269|PubMed:9336835}.; CARBOHYD 145 145 N-linked (GlcNAc...) asparagine. {ECO:0000269|PubMed:1551440, ECO:0000269|PubMed:16335952, ECO:0000269|PubMed:19159218, ECO:0000269|PubMed:2721499, ECO:0000269|PubMed:9336835}.; CARBOHYD 291 291 N-linked (GlcNAc...) asparagine. {ECO:0000269|PubMed:1551440, ECO:0000269|PubMed:16335952, ECO:0000269|PubMed:18780401, ECO:0000269|PubMed:2721499, ECO:0000269|PubMed:9336835}.; CARBOHYD 354 354 N-linked (GlcNAc...) asparagine. {ECO:0000269|PubMed:12754519, ECO:0000269|PubMed:14760718, ECO:0000269|PubMed:1551440, ECO:0000269|PubMed:16335952, ECO:0000269|PubMed:19159218, ECO:0000269|PubMed:9336835}.; CARBOHYD 374 374 N-linked (GlcNAc...) (complex) asparagine. {ECO:0000269|PubMed:14760718, ECO:0000269|PubMed:1551440, ECO:0000269|PubMed:16263699, ECO:0000269|PubMed:16335952, ECO:0000269|PubMed:16740002, ECO:0000269|PubMed:18780401, ECO:0000269|PubMed:19139490, ECO:0000269|PubMed:19159218, ECO:0000269|PubMed:19838169, ECO:0000269|PubMed:9336835}.
P10915	HPLN1_HUMAN	reviewed	Hyaluronan and proteoglycan link protein 1 (Cartilage-linking protein 1) (Cartilage-link protein) (Proteoglycan link protein)	Homo sapiens (Human)	354	HAPLN1	CARBOHYD 21 21 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 56 56 N-linked (GlcNAc...) asparagine. {ECO:0000255}.
P11021	BIP_HUMAN	reviewed	Endoplasmic reticulum chaperone BiP (EC 3.6.4.10) (78 kDa glucose-regulated protein) (GRP-78) (Binding-immunoglobulin protein) (BiP) (Heat shock protein 70 family protein 5) (HSP70 family protein 5) (Heat shock protein family A member 5) (Immunoglobulin heavy chain-binding protein)	Homo sapiens (Human)	654	HSPA5	
P11047	LAMC1_HUMAN	reviewed	Laminin subunit gamma-1 (Laminin B2 chain) (Laminin-1 subunit gamma) (Laminin-10 subunit gamma) (Laminin-11 subunit gamma) (Laminin-2 subunit gamma) (Laminin-3 subunit gamma) (Laminin-4 subunit gamma) (Laminin-6 subunit gamma) (Laminin-7 subunit gamma) (Laminin-8 subunit gamma) (Laminin-9 subunit gamma) (S-laminin subunit gamma) (S-LAM gamma)	Homo sapiens (Human)	1609	LAMC1	CARBOHYD 60 60 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 134 134 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 576 576 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 650 650 N-linked (GlcNAc...) asparagine. {ECO:0000269|PubMed:12754519, ECO:0000269|PubMed:19159218}.; CARBOHYD 1022 1022 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 1107 1107 N-linked (GlcNAc...) asparagine. {ECO:0000269|PubMed:16335952, ECO:0000269|PubMed:19159218}.; CARBOHYD 1161 1161 N-linked (GlcNAc...) asparagine. {ECO:0000269|PubMed:16335952}.; CARBOHYD 1175 1175 N-linked (GlcNAc...) asparagine. {ECO:0000269|PubMed:16335952}.; CARBOHYD 1205 1205 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 1223 1223 N-linked (GlcNAc...) asparagine. {ECO:0000269|PubMed:16335952}.; CARBOHYD 1241 1241 N-linked (GlcNAc...) asparagine. {ECO:0000269|PubMed:19159218}.; CARBOHYD 1380 1380 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 1395 1395 N-linked (GlcNAc...) asparagine. {ECO:0000269|PubMed:16335952, ECO:0000269|PubMed:19159218}.; CARBOHYD 1439 1439 N-linked (GlcNAc...) asparagine. {ECO:0000255}.
P11117	PPAL_HUMAN	reviewed	Lysosomal acid phosphatase (LAP) (EC 3.1.3.2)	Homo sapiens (Human)	423	ACP2	CARBOHYD 92 92 N-linked (GlcNAc...) asparagine. {ECO:0000269|PubMed:19159218}.; CARBOHYD 133 133 N-linked (GlcNAc...) asparagine. {ECO:0000269|PubMed:19159218}.; CARBOHYD 167 167 N-linked (GlcNAc...) asparagine. {ECO:0000269|PubMed:19159218}.; CARBOHYD 177 177 N-linked (GlcNAc...) asparagine. {ECO:0000269|PubMed:19159218}.; CARBOHYD 191 191 N-linked (GlcNAc...) asparagine. {ECO:0000305|PubMed:3056714}.; CARBOHYD 267 267 N-linked (GlcNAc...) asparagine. {ECO:0000269|PubMed:19159218}.; CARBOHYD 322 322 N-linked (GlcNAc...) asparagine. {ECO:0000305|PubMed:3056714}.; CARBOHYD 331 331 N-linked (GlcNAc...) asparagine. {ECO:0000269|PubMed:19159218}.
P11142	HSP7C_HUMAN	reviewed	Heat shock cognate 71 kDa protein (Heat shock 70 kDa protein 8) (Lipopolysaccharide-associated protein 1) (LAP-1) (LPS-associated protein 1)	Homo sapiens (Human)	646	HSPA8	
P11166	GTR1_HUMAN	reviewed	Solute carrier family 2, facilitated glucose transporter member 1 (Glucose transporter type 1, erythrocyte/brain) (GLUT-1) (HepG2 glucose transporter)	Homo sapiens (Human)	492	SLC2A1	CARBOHYD 45 45 N-linked (GlcNAc...) asparagine. {ECO:0000269|PubMed:19349973, ECO:0000269|PubMed:3839598}.
P11172	UMPS_HUMAN	reviewed	Uridine 5'-monophosphate synthase (UMP synthase) [Includes: Orotate phosphoribosyltransferase (OPRT) (OPRTase) (EC 2.4.2.10); Orotidine 5'-phosphate decarboxylase (ODC) (EC 4.1.1.23) (OMPdecase)]	Homo sapiens (Human)	480	UMPS	
P11216	PYGB_HUMAN	reviewed	Glycogen phosphorylase, brain form (EC 2.4.1.1)	Homo sapiens (Human)	843	PYGB	
P11279	LAMP1_HUMAN	reviewed	Lysosome-associated membrane glycoprotein 1 (LAMP-1) (Lysosome-associated membrane protein 1) (CD107 antigen-like family member A) (CD antigen CD107a)	Homo sapiens (Human)	417	LAMP1	CARBOHYD 37 37 N-linked (GlcNAc...) asparagine. {ECO:0000269|PubMed:8323299}.; CARBOHYD 45 45 N-linked (GlcNAc...) asparagine. {ECO:0000269|PubMed:8323299}.; CARBOHYD 62 62 N-linked (GlcNAc...) (polylactosaminoglycan) asparagine. {ECO:0000269|PubMed:12754519, ECO:0000269|PubMed:19159218}.; CARBOHYD 76 76 N-linked (GlcNAc...) asparagine. {ECO:0000269|PubMed:19159218, ECO:0000269|PubMed:2243102}.; CARBOHYD 84 84 N-linked (GlcNAc...) asparagine. {ECO:0000269|PubMed:19159218}.; CARBOHYD 103 103 N-linked (GlcNAc...) asparagine. {ECO:0000269|PubMed:12754519, ECO:0000269|PubMed:16335952, ECO:0000269|PubMed:19159218}.; CARBOHYD 107 107 N-linked (GlcNAc...) asparagine. {ECO:0000269|PubMed:8323299}.; CARBOHYD 121 121 N-linked (GlcNAc...) (polylactosaminoglycan) asparagine. {ECO:0000269|PubMed:19159218}.; CARBOHYD 130 130 N-linked (GlcNAc...) (polylactosaminoglycan) asparagine. {ECO:0000269|PubMed:19159218}.; CARBOHYD 165 165 N-linked (GlcNAc...) asparagine. {ECO:0000269|PubMed:2243102, ECO:0000269|PubMed:8323299}.; CARBOHYD 181 181 N-linked (GlcNAc...) asparagine. {ECO:0000269|PubMed:2243102, ECO:0000269|PubMed:8323299}.; CARBOHYD 197 197 O-linked (GalNAc...) serine; partial. {ECO:0000269|PubMed:8323299}.; CARBOHYD 199 199 O-linked (GalNAc...) threonine. {ECO:0000269|PubMed:8323299}.; CARBOHYD 200 200 O-linked (GalNAc...) threonine. {ECO:0000269|PubMed:8323299}.; CARBOHYD 207 207 O-linked (GalNAc...) serine. {ECO:0000269|PubMed:8323299}.; CARBOHYD 209 209 O-linked (GalNAc...) serine. {ECO:0000269|PubMed:8323299}.; CARBOHYD 211 211 O-linked (GalNAc...) serine. {ECO:0000269|PubMed:8323299}.; CARBOHYD 223 223 N-linked (GlcNAc...) (polylactosaminoglycan) asparagine. {ECO:0000269|PubMed:8323299}.; CARBOHYD 228 228 N-linked (GlcNAc...) (polylactosaminoglycan) asparagine. {ECO:0000269|PubMed:8323299}.; CARBOHYD 241 241 N-linked (GlcNAc...) asparagine. {ECO:0000269|PubMed:8323299}.; CARBOHYD 249 249 N-linked (GlcNAc...) asparagine. {ECO:0000269|PubMed:16335952, ECO:0000269|PubMed:19159218}.; CARBOHYD 261 261 N-linked (GlcNAc...) asparagine. {ECO:0000269|PubMed:2243102, ECO:0000269|PubMed:8323299}.; CARBOHYD 293 293 N-linked (GlcNAc...) asparagine. {ECO:0000269|PubMed:19159218}.; CARBOHYD 322 322 N-linked (GlcNAc...) asparagine. {ECO:0000269|PubMed:8323299}.
